epoch,accuracy_test_before,accuracy_test_after
0,1.6795865633074936,7.622739018087856
1,2.6129943502824857,6.7090395480225995
2,3.242885506287227,9.331568497683653
3,2.8846153846153846,7.486263736263736
4,3.7192982456140355,8.210526315789474
5,1.5062213490504257,8.70988867059594
6,2.260981912144703,9.560723514211885
7,7.4074074074074066,8.378870673952642
8,3.1702274293590627,8.270158511371468
9,6.049822064056939,9.537366548042705
10,7.444794952681388,11.735015772870662
11,5.069444444444445,10.208333333333334
12,7.7994428969359335,12.186629526462395
13,9.247027741083222,12.087186261558784
14,9.18803418803419,11.965811965811966
15,8.945908460471568,13.522884882108183
16,8.181203515889115,11.69709263015551
17,11.967545638945234,14.672075726842463
18,11.640866873065017,15.479876160990713
19,10.461538461538462,15.015384615384617
20,11.690885072655217,14.398943196829592
21,10.74766355140187,13.684913217623498
22,12.912087912087914,15.178571428571427
23,9.798471160528145,12.578179291174427
24,12.132582864290182,12.070043777360851
25,10.12574454003971,13.831899404367967
26,12.894183601962158,13.945339873861249
27,13.788575180564674,16.021011162179907
28,10.153396639883127,12.198685171658145
29,13.012729844413013,14.56859971711457
30,12.314225053078557,13.305024769992924
31,9.844908968307484,13.01416048550236
32,14.37543614794138,15.701325889741803
33,11.45374449339207,12.77533039647577
34,13.783962889330684,13.982770046388337
35,14.460285132382891,15.885947046843176
36,13.799869195552649,14.388489208633093
37,15.163147792706333,15.355086372360843
38,13.835616438356164,15.342465753424658
39,14.780100937274693,15.573179524152847
40,13.720485003190811,15.124441608168473
41,13.389121338912133,13.110181311018131
42,13.855421686746988,12.182061579651942
43,13.689700130378096,16.492829204693614
44,14.038727524204702,14.522821576763487
45,16.163793103448278,16.666666666666664
46,11.80787191460974,12.941961307538358
47,13.763297872340424,14.627659574468085
48,15.262778977681785,15.046796256299496
49,12.660668380462726,14.717223650385606
50,12.633689839572193,14.705882352941178
51,12.81869688385269,14.660056657223796
52,12.802768166089965,14.740484429065745
53,14.652777777777779,14.930555555555555
54,14.295212765957446,13.696808510638297
55,16.577540106951872,17.11229946524064
56,13.411458333333334,14.453125
57,15.053050397877984,14.721485411140584
58,15.329512893982807,16.332378223495702
59,14.69387755102041,13.80952380952381
60,17.102744097000638,15.634971282705806
61,13.465346534653467,12.541254125412541
62,14.703925482368597,16.367265469061877
63,12.482946793997272,12.210095497953615
64,16.5892501658925,15.063039150630392
65,13.381674357284112,15.029663810151614
66,15.460526315789474,13.157894736842104
67,15.661815661815663,15.86971586971587
68,16.4200140944327,17.970401691331926
69,15.384615384615385,14.912280701754385
70,18.00976800976801,18.742368742368743
71,15.524475524475525,15.104895104895105
72,14.343434343434344,15.286195286195287
73,14.715719063545151,16.05351170568562
74,13.590939373750832,13.990672884743505
75,15.633423180592992,15.970350404312669
76,14.771953710006807,16.065350578624916
77,16.12271540469974,14.360313315926893
78,15.610088616223585,12.338104976141787
79,16.39892904953146,13.92235609103079
80,15.151515151515152,17.08575112830432
81,14.84480431848853,14.84480431848853
82,15.415821501014198,14.5368492224476
83,13.3946158896914,12.409717662508207
84,15.265017667844525,15.901060070671377
85,15.980795610425242,16.049382716049383
86,15.04120879120879,14.560439560439562
87,14.81950601646612,16.656111462951234
88,12.914131169709265,12.981744421906694
89,16.035182679296348,16.77943166441137
90,17.441860465116278,15.937072503419971
91,15.59633027522936,14.285714285714285
92,17.17914438502674,17.045454545454543
93,14.682822523164646,14.397719173200285
94,13.396481732070365,14.884979702300406
95,16.428571428571427,16.363636363636363
96,14.858645627876395,14.201183431952662
97,16.14950634696756,14.66854724964739
98,15.369897959183673,15.114795918367346
99,16.961852861035425,16.14441416893733
100,15.711395819285231,15.23937963587323
101,15.636105188343993,13.78820184790334
102,15.736040609137056,16.053299492385786
103,14.224446032880628,14.796283059328092
104,14.82213438735178,16.40316205533597
105,13.03724928366762,14.183381088825215
106,16.677567037279267,16.677567037279267
107,15.181753385602281,14.682822523164646
108,15.65053425518542,17.724701445631677
109,16.610398379473327,14.9898717083052
110,15.966386554621847,13.935574229691877
111,16.230366492146597,17.146596858638745
112,15.789473684210526,17.84338896020539
113,16.677482154445165,15.898767034393252
114,13.726790450928384,14.190981432360742
115,16.382699868938403,16.51376146788991
116,17.337662337662337,16.68831168831169
117,17.090216010165186,17.598475222363405
118,14.914089347079038,17.0446735395189
119,14.547837483617302,13.892529488859765
120,18.64520456069752,16.76727028839705
121,16.46505376344086,17.405913978494624
122,15.894465894465895,14.543114543114545
123,17.133105802047783,17.4061433447099
124,15.728813559322033,16.06779661016949
125,16.27094972067039,16.550279329608937
126,17.28142076502732,16.598360655737704
127,16.541865214431585,16.269571136827775
128,16.677920324105333,16.00270087778528
129,17.900063251106893,17.141049968374446
130,14.699932569116655,14.767363452461227
131,16.08300907911803,16.861219195849547
132,16.131237183868762,16.062884483937115
133,17.09913506320692,16.766467065868262
134,16.87344913151365,16.811414392059554
135,13.294797687861271,13.744380218368658
136,16.879795396419436,14.705882352941178
137,16.689098250336475,16.55450874831763
138,14.693295292439373,14.122681883024251
139,17.080943275971958,16.507329509241554
140,17.54270696452037,17.47700394218134
141,16.421725239616613,16.549520766773163
142,17.255434782608695,17.391304347826086
143,16.587997302764666,15.846257585974378
144,18.489583333333336,17.252604166666664
145,16.972767574414185,17.099430018999367
146,16.0676532769556,15.503875968992247
147,15.50695825049702,14.844267726971506
148,15.062761506276152,14.504881450488144
149,15.796519410977242,14.190093708165996
150,15.640481245576787,15.569709837225762
151,17.16968477531858,16.834339369550637
152,17.79100529100529,17.46031746031746
153,17.954960438222763,18.441874619598295
154,17.93440334961619,17.93440334961619
155,16.303630363036305,15.709570957095709
156,15.441176470588236,14.767156862745098
157,15.218811234487264,16.263879817112997
158,18.8504326328801,18.541409147095177
159,16.046039268788086,17.40013540961408
160,17.22550953320184,16.765285996055226
161,15.508021390374333,14.43850267379679
162,15.734265734265735,15.244755244755245
163,16.054421768707485,15.782312925170066
164,15.166548547129697,15.591778880226789
165,18.19371727748691,17.277486910994764
166,18.50192061459667,18.30985915492958
167,16.162310866574966,16.09353507565337
168,16.87962340282448,16.072629455279085
169,17.496886674968867,17.559153175591533
170,16.67824878387769,16.81723419041001
171,15.618521078092606,15.825846579129232
172,16.32791327913279,16.463414634146343
173,17.986577181208055,19.06040268456376
174,15.95460614152203,16.288384512683578
175,17.510677242220865,17.69371568029286
176,18.31081081081081,18.91891891891892
177,16.50294695481336,15.389652914210872
178,19.609004739336495,18.95734597156398
179,15.247964470762398,16.21021465581051
180,17.783505154639176,18.105670103092784
181,16.633532140490388,18.687872763419485
182,17.3421926910299,16.677740863787374
183,15.513897866839043,15.255332902391727
184,18.259162303664922,18.259162303664922
185,15.711395819285231,15.441672285906947
186,15.506547208821504,16.471399035148174
187,15.686274509803921,15.336134453781513
188,17.328767123287673,17.191780821917806
189,14.84002722940776,15.112321307011573
190,17.06001348617667,16.857720836142953
191,14.868804664723031,14.868804664723031
192,16.762589928057555,16.762589928057555
193,17.81101291638341,17.60707002039429
194,18.686526743398783,18.009478672985782
195,16.678395496129486,16.185784658691063
196,15.67314132618888,14.400535833891492
197,15.870880968392736,15.400134498991259
198,17.6022176022176,16.632016632016633
199,16.19377162629758,16.539792387543255
200,14.983050847457626,14.983050847457626
201,15.68355308813324,15.405968077723802
202,17.759388924252068,18.26861871419478
203,16.182572614107883,15.836791147994466
204,17.36842105263158,17.30263157894737
205,18.236472945891784,17.835671342685373
206,16.580645161290324,16.516129032258064
207,18.310858765081615,18.80766501064585
208,17.108753315649867,17.44031830238727
209,17.68837803320562,18.39080459770115
210,17.55285073670724,18.25752722613709
211,16.77057356608479,17.144638403990026
212,15.107458912768648,14.72819216182048
213,17.864077669902912,17.928802588996763
214,15.96958174904943,16.159695817490494
215,15.2,15.127272727272729
216,14.960106382978724,14.760638297872342
217,16.53491436100132,16.73254281949934
218,17.416974169741696,16.826568265682656
219,16.830985915492956,17.323943661971832
220,14.295774647887324,15.0
221,16.62106703146375,16.689466484268127
222,16.43655489809336,16.962524654832347
223,16.631430584918956,16.631430584918956
224,15.213239974538512,15.722469764481223
225,16.30648330058939,16.175507531106746
226,15.30758226037196,14.806866952789699
227,15.275080906148867,15.080906148867316
228,15.711395819285231,15.711395819285231
229,18.555956678700362,18.700361010830324
230,15.936254980079681,15.869853917662683
231,17.407639323731996,16.96931747025673
232,18.23308270676692,17.982456140350877
233,15.42111506524318,15.361803084223013
234,16.402116402116402,16.402116402116402
235,17.280099812850906,17.092950717404864
236,16.002490660024907,15.69115815691158
237,16.940249507550888,17.137229152987523
238,20.18348623853211,20.0
239,17.223650385604113,17.2879177377892
