epoch,accuracy_test_before,accuracy_test_after
0,0.5236751332706178,84.39949827532142
1,46.09414235492855,87.36702734785189
2,47.97871554208854,91.2792846057202
3,42.24887556221889,90.26486756621689
4,73.98272929477953,89.76841554363469
5,49.53715286464849,91.2734550913185
6,56.00936089597147,90.67810776174291
7,86.79218902922123,92.05853567600317
8,61.668565419332225,86.45166944176673
9,83.40190667335675,89.11690918213748
10,83.08301576627063,91.95994918926998
11,79.57569408067052,93.03823991618648
12,79.61915535444946,92.98642533936652
13,86.43765146039709,91.89660303558523
14,76.04644733204313,93.34807851810893
15,77.50965862309202,92.19076572297169
16,86.3615001409907,89.0497227183006
17,88.7754696747031,92.03638241251936
18,89.89154244804189,93.2628092108778
19,88.03843605036448,93.21294455489286
20,86.2149799885649,93.79645511720983
21,86.02266984333261,91.48797920727745
22,93.94214750870816,93.42723004694837
23,86.24729891956783,93.26290516206483
24,92.65936896329684,93.64010104512359
25,89.6852572822365,92.46681364041466
26,90.19926554692674,93.19727891156462
27,86.63101604278076,87.95099167399987
28,90.23329379201266,92.1821160255324
29,88.36009174311926,91.67014178482069
30,93.3634532022712,93.41840161182002
31,91.62666127646672,93.39026732022842
32,91.57286915770534,95.4475082639441
33,93.14149718736478,94.19299004759844
34,89.05894646259758,89.7289323252812
35,92.82354290959157,93.04726938962827
36,92.85613738738738,92.23676801801803
37,93.74006990784875,93.2906623087748
38,94.98412325061743,95.16641185463955
39,93.99251986909772,88.07854137447406
40,91.63208423660576,93.23010219882316
41,94.43766254445093,94.96311236133963
42,93.31054131054131,92.78062678062679
43,93.72903098480363,93.66982435366094
44,94.93509009881805,93.72602208874248
45,91.25793421811886,92.79284477784189
46,94.29892141756548,94.72062282053362
47,94.50096899224806,94.94739756367665
48,90.12170385395537,93.90669371196755
49,94.13138433594257,94.56385417117156
50,91.53445149592022,91.33046237533998
51,94.57252402529502,94.84638749190857
52,93.96596996113854,94.0499947484508
53,93.87285012285012,94.43719287469288
54,93.42723004694837,94.45155783183952
55,90.90208172706245,91.87066306861989
56,93.28698553948833,93.30367074527253
57,93.12706219261658,93.91147357280707
58,94.34347922683848,94.15241057542768
59,92.31518101612413,93.00882263462124
60,94.9955135002855,95.09340076678359
61,94.92912465293,95.23113644113207
62,95.27998646591101,95.5506682456437
63,93.49411104879417,94.60379777261437
64,95.10965756060024,94.52481723739899
65,94.5776674377927,94.23348191615415
66,94.8220802919708,94.93156934306569
67,96.02830188679246,95.8443396226415
68,94.1880428196324,94.23853766915775
69,94.08478475188959,94.3805455142951
70,91.69213528932355,93.11328443357783
71,95.0233926954422,95.62707515846665
72,94.72317107884999,94.76942783945346
73,94.53488954565947,94.5749636828132
74,89.59556274555119,91.21793390339728
75,95.45579603815114,95.85014673514307
76,94.56581705836919,94.66512192430763
77,95.1242439104136,95.24685303253229
78,92.96253051693026,92.96783780914977
79,95.32278667583768,95.24417804854083
80,95.63393059650714,95.68496257654797
81,94.47667931265342,94.35951796474001
82,93.3402244536326,93.59864146485528
83,89.61084086170952,90.94609351732353
84,94.53287490980092,94.92762850715225
85,92.33677136323331,92.15475801558782
86,93.89875430691758,94.04717731248343
87,93.89484937573975,93.90630369210797
88,94.47305183659458,94.4344318571919
89,93.69373571528523,93.99225710154391
90,94.36856785611234,93.51255169760508
91,92.74577263743502,92.78237317912304
92,95.47213970654424,95.38212260329463
93,93.07163284760996,93.63679694947568
94,95.10215827338129,95.30359712230215
95,94.63940315004145,94.35203094777563
96,92.74821932214734,92.49964147425786
97,90.0164534791147,91.46011358208163
98,95.0257715953549,95.33627274420915
99,95.583210444916,95.55083983742762
100,94.80642931213274,95.16937435188386
101,95.7361531573786,95.52296081524752
102,93.60011252549405,93.44538997116534
103,93.40628637951106,93.72759022118743
104,95.37460185569866,95.20149563772331
105,93.8301415487094,93.218151540383
106,94.05338499623291,93.66053169734151
107,94.578388507183,95.19883406204455
108,94.73397296118623,93.2402965547318
109,95.40063059906912,95.15539762774637
110,93.0554358134322,88.64988361065609
111,94.21208712547295,93.09745372737498
112,94.6520184484635,94.79711872311758
113,93.09803921568628,93.50445632798574
114,96.30582693649686,96.25785066294486
115,94.81503554552808,94.09561108509642
116,94.03807870961157,93.63993670563013
117,91.02173819834498,90.98314968057282
118,95.05349938607262,95.41308542360989
119,94.53748890860693,94.54858030168589
120,95.07360365626826,95.2542913323059
121,94.4503358077059,94.07328855897255
122,93.94925485757403,93.33616298811545
123,95.53562629348576,95.57011924706809
124,94.60697489769743,94.42374641177548
125,94.72054497600247,93.88450224492956
126,94.36650432507088,93.93763175110853
127,94.95625592916622,94.70854854010751
128,94.2865899041198,91.58530712315573
129,94.11221853082317,93.68770764119601
130,91.56741761132635,90.95996556177357
131,94.31869881710647,94.13102820746133
132,93.20348863482309,93.4520312711826
133,94.66129581300352,94.00317712470215
134,92.81599457810911,92.14390602055799
135,94.97729461951286,94.78464290628871
