epoch,accuracy_test_before,accuracy_test_after
0,10.480167014613778,43.256784968684755
1,25.552353506243996,35.6388088376561
2,20.830929024812463,31.967686093479514
3,25.7386079118678,36.70505758637957
4,28.934010152284262,35.9680928208847
5,17.682282493835856,45.82599506868616
6,26.424632352941174,45.404411764705884
7,40.22394487510766,38.759689922480625
8,42.684954280964256,47.92186201163757
9,43.44827586206896,51.42857142857142
10,33.533210332103316,52.02952029520295
11,39.51690821256039,54.05797101449276
12,56.415929203539825,62.684365781710916
13,53.211488250652735,57.33681462140993
14,50.860420650095605,61.07074569789675
15,60.03805899143673,65.12844909609895
16,65.38753799392097,67.59118541033435
17,52.73010920436817,66.19864794591783
18,64.07272727272726,66.72727272727272
19,61.97131298271423,69.14306730415593
20,70.1239794375567,72.2104626549743
21,66.5667808219178,65.53938356164383
22,72.52646111366774,75.93189139438564
23,71.8613261528105,75.32817233254796
24,71.22946739671478,71.22946739671478
25,69.53693073096058,75.468809797168
26,72.07977207977207,80.59116809116809
27,72.18098267939202,76.9883351007423
28,80.70522979397782,80.03169572107765
29,79.58762886597938,77.4914089347079
30,75.74485942089802,79.73143096936634
31,76.49484536082474,78.55670103092784
32,73.71820750908357,75.01009285425918
33,76.0540970564837,79.95226730310262
34,80.90497737556561,76.10859728506787
35,82.15816127775614,82.2750292169848
36,81.17138364779875,81.32861635220125
37,81.63186388244394,82.40525908739366
38,83.19974350753446,82.87912792561718
39,80.4410701373825,83.18872017353578
40,82.93728087261395,80.59992208804051
41,81.00755667506297,82.41813602015114
42,78.72248597324126,81.74363400949504
43,81.75,82.35
44,81.77550149381135,76.4404609475032
45,84.26923076923077,84.23076923076923
46,85.20197856553999,85.20197856553999
47,82.0627802690583,80.4728903383612
48,84.67267738141905,83.02626421011368
49,81.16776315789474,80.13980263157895
50,85.04789670970429,81.71595168679717
51,83.84264137688795,82.36740428521252
52,86.04274611398964,84.4559585492228
53,86.99518340125972,86.29121896998888
54,86.00305110602594,83.52402745995423
55,84.84097480380008,84.63444857496903
56,85.57844690966719,85.18225039619651
57,86.4986498649865,81.23312331233123
58,83.5421888053467,82.16374269005848
59,83.8477801268499,80.46511627906978
60,84.19167039856696,78.68338557993731
61,86.63575042158516,83.7689713322091
62,81.25568698817106,85.35031847133759
63,84.6701471286189,83.00901756051258
64,86.14285714285714,84.53571428571428
65,84.45532435740513,78.37617299061608
66,85.76388888888889,78.81944444444444
67,81.24191461836999,71.75506683915481
68,83.99446494464945,85.00922509225092
69,86.44838562983173,85.35698044565711
70,82.54032258064517,83.79032258064515
71,85.83578671900555,78.99901864573111
72,83.26200665715643,82.31098430813124
73,83.6749906820723,84.04770778978755
74,82.49068653539116,80.14901543374135
75,84.23551756885091,83.33333333333334
76,85.58256496227996,83.02598491198658
