epoch,accuracy_test_before,accuracy_test_after
0,19.10828025477707,94.20961204400695
1,66.3895486935867,97.07046714172604
2,87.06896551724138,97.62931034482759
3,74.98412698412699,96.82539682539682
4,86.81015452538632,97.29580573951435
5,71.46294513955726,97.54571703561116
6,85.32648569332355,97.28539985326485
7,93.2998324958124,97.82244556113902
8,94.50354609929079,98.22695035460993
9,93.46557759626604,97.78296382730454
10,96.50037230081907,99.32985852568875
11,93.00341296928327,98.97610921501706
12,96.02733874412644,98.20589491670226
13,97.69658459094519,98.96743447180302
14,93.42681858019282,98.51007887817704
15,95.85218702865762,98.94419306184012
16,95.81151832460732,97.59162303664921
17,95.19927536231883,99.13949275362319
18,97.16599190283401,99.12280701754386
19,98.1651376146789,99.58715596330275
20,90.3755868544601,99.53051643192488
21,93.92688679245283,98.99764150943396
22,98.80794701986756,99.38189845474614
23,96.3949843260188,98.58934169278997
24,97.98158640226629,99.32719546742209
25,96.58399625643426,98.92372484791764
26,97.46932515337423,98.92638036809815
27,97.76444929116684,99.34569247546347
28,95.86956521739131,98.26086956521739
29,97.724039829303,98.79089615931721
30,98.09734513274336,98.98230088495575
31,98.16446402349486,100.0
32,98.46625766871165,99.25503943908852
33,98.07056229327453,98.89746416758544
34,98.34146341463415,99.3170731707317
35,98.24701195219123,99.12350597609561
36,97.4500344589938,99.31082012405238
37,98.54014598540147,98.9294403892944
38,97.57613424487259,99.19204474829087
39,97.77887462981244,99.11154985192498
40,97.96201945345067,98.98100972672533
41,99.07692307692308,99.25274725274726
42,98.83551673944687,99.2721979621543
43,98.76796714579056,99.31553730321697
44,98.82352941176471,98.78296146044624
45,98.94498869630746,99.2087415222306
46,98.3480825958702,99.1740412979351
47,99.13194444444444,99.42129629629629
48,98.32962138084632,98.10690423162583
49,98.84238646482636,99.51024042742654
50,98.0392156862745,99.05341446923597
51,99.00990099009901,99.36993699369937
52,98.5773562537048,98.9922940130409
53,98.31378299120234,99.04692082111437
54,99.14529914529915,99.07955292570676
55,99.12408759124088,99.41605839416059
56,98.60103626943005,99.06735751295336
57,98.81930184804928,99.07597535934292
58,99.0985189954926,99.42047649710238
59,99.0509059534081,99.30974978429681
60,99.37106918238993,99.66134494436382
61,98.89918887601391,98.89918887601391
62,98.5202492211838,99.37694704049844
63,99.12280701754386,99.52153110047847
64,99.17231000752446,99.02182091798345
65,98.80597014925372,99.30348258706468
66,99.38398357289527,99.58932238193019
67,98.87365328109696,99.16748285994123
68,99.22103213242454,99.51314508276533
69,98.9769820971867,99.31798806479112
70,99.30200093066543,99.48813401582132
71,99.54337899543378,99.77168949771689
72,99.23457901846015,99.27960378208014
73,99.5049504950495,99.57567185289957
74,99.29859719438878,99.44889779559118
75,98.97585954645209,99.26847110460864
76,98.97996357012751,99.48998178506375
77,99.09348441926346,99.26345609065156
78,98.61523244312562,99.0108803165183
79,99.41348973607037,99.31573802541544
80,99.27563858177659,99.50438429279451
81,99.05660377358491,99.13522012578616
82,99.0138067061144,99.0138067061144
83,99.16054564533053,99.05561385099685
84,98.60742705570293,98.87267904509284
85,98.99536321483772,99.38176197836167
86,99.59677419354838,99.39516129032258
87,99.23076923076923,99.52991452991454
88,99.42084942084942,99.42084942084942
89,99.61519961519961,99.66329966329967
90,98.91861126920888,99.26010244735345
91,99.28825622775801,99.38993390950687
92,99.19839679358718,99.33199732798931
93,99.66914805624482,99.58643507030604
94,98.97911832946636,98.93271461716937
95,98.96788990825688,99.08256880733946
96,98.72029250457038,98.81170018281536
97,99.12575655682583,99.46200403496974
98,99.51456310679612,99.27184466019418
99,99.54853273137697,99.54853273137697
100,99.67126890203814,99.7370151216305
101,99.35233160621762,99.48186528497409
102,99.06172839506173,99.1604938271605
103,98.95974672094076,98.95974672094076
104,99.53445065176909,99.53445065176909
105,99.05027932960894,99.32960893854748
106,99.29078014184397,99.3920972644377
107,99.581589958159,99.63389121338912
108,99.36601859678782,99.66187658495352
109,99.20212765957447,99.2686170212766
110,99.30555555555556,99.42129629629629
111,98.83333333333333,98.66666666666667
112,99.42196531791907,99.47976878612717
113,99.40436796823295,99.60291197882198
114,99.40119760479041,99.34131736526946
115,99.48006932409012,99.42229924898902
116,99.27121290994275,99.32326913066112
117,98.71794871794873,98.87820512820514
118,99.43310657596372,99.48979591836735
119,99.37460913070669,99.43714821763602
120,98.82075471698113,99.13522012578616
121,99.4204998189062,99.49293734154293
122,99.50641658440277,99.21026653504443
123,99.08196721311475,99.27868852459017
124,99.42594718714122,99.42594718714122
125,98.94967177242889,99.03719912472647
126,99.02234636871509,99.02234636871509
127,99.67697277341946,99.72311952007384
128,99.40092165898618,99.40092165898618
129,99.18597370068879,99.06073888541015
130,99.75,99.75
131,99.37225360954174,99.37225360954174
132,99.10979228486647,99.30761622156281
133,98.92966360856269,99.13353720693169
134,99.45429740791269,99.31787175989086
135,99.06340057636888,99.20749279538906
136,99.4205697730565,99.4205697730565
137,99.47275922671353,99.56063268892794
138,99.19959979989996,99.34967483741872
139,99.34354485776805,99.28884026258206
140,99.23161361141602,99.06695938529089
141,99.3469074145217,99.50057625816365
142,99.16230366492147,99.47643979057592
143,99.5253164556962,99.64398734177216
144,99.67023907666942,99.83511953833471
145,99.0074441687345,98.94540942928039
146,99.45828819068255,99.45828819068255
147,99.00435594275046,99.06658369632856
148,99.5627732667083,99.62523422860711
149,99.39867708959711,99.4588093806374
150,99.37772246421905,95.5196017423771
151,99.61051606621227,99.46445959104186
152,99.60835509138381,99.54308093994779
153,99.54314720812182,99.59390862944163
154,99.48066935949221,99.36526255049047
155,99.27466150870407,99.46808510638297
156,99.53088350273651,99.53088350273651
157,99.45191828599901,99.45191828599901
158,99.43527367506516,99.52215464813206
159,99.1869918699187,99.01277584204414
160,99.20634920634922,99.39309056956117
161,98.66920152091255,99.04942965779468
162,99.70652971386647,99.70652971386647
163,99.27679158448389,99.27679158448389
164,99.3177942012507,99.2040932347925
165,99.53125,99.63541666666667
166,99.71202303815694,99.71202303815694
167,99.66178128523111,99.66178128523111
168,99.45054945054946,99.61538461538461
169,99.70781592403213,99.7808619430241
170,99.45167923235093,99.5887594242632
171,99.400399733511,99.46702198534311
172,99.77827050997783,99.77827050997783
173,99.16839916839916,99.2931392931393
174,99.55719557195572,99.48339483394834
175,99.04248952722921,99.16217833632555
176,99.54545454545455,99.5
177,99.35535858178888,99.39564867042708
178,98.91650732950924,98.98024219247928
179,99.49012109623965,99.49012109623965
180,99.30904522613065,99.43467336683418
181,98.97610921501706,99.032992036405
182,99.40878378378379,99.23986486486487
183,99.26829268292683,99.14634146341463
184,99.5850622406639,99.5850622406639
185,99.64953271028037,99.64953271028037
186,99.43729903536978,99.39710610932477
187,99.2030201342282,99.2030201342282
188,99.05533063427801,98.98785425101214
189,99.21921921921923,99.57957957957959
190,99.17669411019632,99.24002533248891
191,99.13097454996897,99.31719428926132
192,99.49466591802359,99.5508141493543
193,99.10714285714286,99.20112781954887
194,99.64643488509134,99.64643488509134
195,98.97039897039896,98.84169884169884
196,99.43795936013835,99.74059662775616
197,99.27710843373494,99.27710843373494
198,99.33774834437085,99.55849889624724
199,99.28909952606635,99.17061611374407
200,99.4700582935877,99.4700582935877
201,99.60809928151535,99.60809928151535
202,99.17657822506862,99.17657822506862
203,99.45904173106645,99.49768160741885
204,99.2749581706637,99.38650306748467
205,99.5253164556962,99.48575949367088
206,99.32945909700491,99.4188645507376
207,99.43208707998107,99.38476100331283
208,99.49469429004549,99.59575543203638
209,98.67674858223062,98.77126654064273
210,99.48567229977957,99.63262307127113
211,99.22742636407533,99.17914051183003
212,99.46666666666667,99.26666666666667
213,99.49079514296906,99.52996474735605
214,99.63556851311954,99.70845481049562
215,99.31350114416476,99.31350114416476
216,99.88826815642457,99.77653631284916
217,99.27862939585211,99.23354373309287
218,99.40387481371089,99.40387481371089
219,99.04974846282839,99.10564561207379
220,99.53007518796993,99.71804511278195
221,99.4535519125683,99.4535519125683
222,99.53703703703704,99.53703703703704
223,99.46120689655173,99.51508620689656
224,99.2960500586625,99.2960500586625
225,99.66978536048433,99.6147495872317
226,99.64682139253279,99.69727547931383
227,99.34272300469483,99.29577464788733
228,99.1025641025641,99.2948717948718
229,99.46996466431095,99.38162544169612
230,99.45553539019963,99.50090744101632
231,99.16631929970822,99.16631929970822
232,99.43057380639509,99.47437582128778
233,99.5276334435522,99.38592347661785
234,99.57805907172997,99.57805907172997
235,99.34426229508196,99.26229508196721
236,99.54075774971297,99.4833524684271
237,99.46164199192464,99.46164199192464
238,99.20683343502135,99.32885906040269
239,99.4413407821229,99.4413407821229
240,99.31972789115646,99.39531368102796
241,99.22437673130194,99.11357340720221
242,99.4754411063424,99.4754411063424
243,99.03560830860533,99.03560830860533
244,99.53650057937428,99.65237543453071
245,99.50890116635973,99.50890116635973
246,99.22665080309339,99.28613920285544
247,98.88438133874239,98.98580121703854
248,99.4186046511628,99.4186046511628
249,99.18103448275862,99.13793103448276
250,99.40284795590262,99.49471750114837
251,99.43714821763602,99.47467166979362
252,99.55173701905117,99.47702652222638
253,99.52785646836638,99.66949952785646
254,99.31330472103004,99.31330472103004
255,99.34306569343066,99.41605839416059
256,99.18345127925966,99.18345127925966
257,99.40828402366864,99.55621301775149
258,99.38242280285036,99.38242280285036
259,99.22265408106608,99.11160466407551
260,99.67032967032966,99.67032967032966
261,99.22547332185886,99.3975903614458
262,99.26672777268561,99.17506874427131
263,99.86440677966102,99.86440677966102
264,99.72482113373692,99.72482113373692
265,99.42708333333333,99.53125
266,99.35391241923905,99.35391241923905
267,99.77578475336323,99.77578475336323
268,99.28154467894028,99.32644813650651
269,99.29309407286569,99.29309407286569
270,99.16897506925207,99.09972299168976
271,99.49332105020727,99.5393827729157
272,99.16926272066459,99.27310488058151
273,99.09688013136288,99.17898193760263
274,98.9430894308943,98.86178861788618
275,98.88888888888889,99.03703703703704
276,99.5360824742268,99.5360824742268
277,98.76160990712074,98.88544891640866
278,98.88089528377299,99.20063948840927
279,99.140154772141,98.96818572656922
280,99.69864389753893,99.74886991461577
281,98.8118811881188,98.86138613861387
282,99.16177703269071,99.16177703269071
283,99.25925925925925,99.25925925925925
284,99.66887417218543,99.66887417218543
285,99.46204423191871,99.40227136879857
286,99.39613526570048,99.35587761674718
287,99.47414548641542,99.47414548641542
288,99.40119760479041,99.4556341861731
